Gene	MutSig(Q-value)	# Mut	#Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
FBXL16		1	1	499	0.2%	No
FBXL13		1	1	499	0.2%	No
FBXL14		2	2	499	0.4%	No
TNRC6C		1	1	499	0.2%	No
P2RX6		1	1	499	0.2%	No
P2RX5		2	2	499	0.4%	No
P2RX4		1	1	499	0.2%	No
VAPA		2	2	499	0.4%	No
VAPB		1	1	499	0.2%	No
KIAA0586		4	3	499	0.6%	No
PSAT1		1	1	499	0.2%	No
P2RX1		2	2	499	0.4%	No
TLL2		2	2	499	0.4%	Yes
CEP162		1	1	499	0.2%	No
RAB19		1	1	499	0.2%	No
TLL1		5	5	499	1.0%	No
SNRNP48		1	1	499	0.2%	No
PPIL4		1	1	499	0.2%	No
TNRC6A		1	1	499	0.2%	No
TNRC6B		2	2	499	0.4%	No
PANK2		3	3	499	0.6%	No
PANK3		1	1	499	0.2%	No
TRAF3IP3		2	2	499	0.4%	No
TRAF3IP2		4	4	499	0.8%	No
TRAF3IP1		1	1	499	0.2%	No
PANK1		3	3	499	0.6%	No
CALML6		1	1	499	0.2%	No
CALML3		1	1	499	0.2%	No
PPP2R2A		1	1	499	0.2%	Yes
PPP2R1B		2	2	499	0.4%	No
KAT5		2	2	499	0.4%	No
RPL36AL		1	1	499	0.2%	No
LONP1		2	2	499	0.4%	No
DZIP1L		1	1	499	0.2%	No
LONP2		1	1	499	0.2%	No
KAT7		2	2	499	0.4%	Yes
SEPHS1		1	1	499	0.2%	No
CIAO2B		1	1	499	0.2%	No
SEPHS2		3	3	499	0.6%	No
VRTN		6	6	499	1.2%	No
TKTL2		4	3	499	0.6%	No
KRT4		3	3	499	0.6%	No
ESCO1		5	5	499	1.0%	No
KRT3		2	2	499	0.4%	No
KRT2		2	2	499	0.4%	No
KRT1		2	2	499	0.4%	No
AP1B1		4	3	499	0.6%	No
FLT3LG		3	3	499	0.6%	No
KRT7		3	2	499	0.4%	No
DLEC1		4	4	499	0.8%	No
AP1AR		2	1	499	0.2%	No
KRT5		1	1	499	0.2%	No
GPR37L1		3	3	499	0.6%	No
ESCO2		1	1	499	0.2%	Yes
MAPK8IP2		1	1	499	0.2%	No
MAPK8IP3		4	4	499	0.8%	No
KRT9		2	2	499	0.4%	No
SIK3		5	4	499	0.8%	No
DNA2		3	2	499	0.4%	No
SIK2		2	2	499	0.4%	No
TLN2		5	5	499	1.0%	No
TLN1		4	3	499	0.6%	No
ATP6V0D2		1	1	499	0.2%	No
SPTBN4		5	5	499	1.0%	No
SPTBN5		4	3	499	0.6%	No
FUT10		1	1	499	0.2%	No
HTATSF1		2	2	499	0.4%	No
TRAV29DV5		1	1	499	0.2%	No
MYL12B		1	1	499	0.2%	No
DND1		1	1	499	0.2%	No
TP53BP2		6	6	499	1.2%	No
ATP6V0A2		4	4	499	0.8%	No
TNRC18		10	9	499	1.8%	No
TP53BP1		10	8	499	1.6%	Yes
SPTBN1		7	5	499	1.0%	No
ATP6V0A1		3	1	499	0.2%	No
SPTBN2		6	6	499	1.2%	No
VAT1		1	1	499	0.2%	No
SETDB1		2	2	499	0.4%	Yes
SETDB2		1	1	499	0.2%	Yes
PYCR1		2	2	499	0.4%	No
PYCR2		1	1	499	0.2%	No
TPRX1		1	1	499	0.2%	No
PYCR3		1	1	499	0.2%	No
VASN		2	2	499	0.4%	No
HAL		2	2	499	0.4%	No
FUBP1		1	1	499	0.2%	Yes
CCSER2		3	3	499	0.6%	No
CCSER1		2	2	499	0.4%	No
SIM1		4	4	499	0.8%	No
SIM2		1	1	499	0.2%	No
TOP2A		5	3	499	0.6%	Yes
TOP2B		2	2	499	0.4%	No
COL18A1		5	5	499	1.0%	No
GFM1		1	1	499	0.2%	No
HIP1		1	1	499	0.2%	Yes
CITED2		1	1	499	0.2%	No
HBD		1	1	499	0.2%	No
LIMD1		3	2	499	0.4%	No
LIMD2		1	1	499	0.2%	No
SH3PXD2A		1	1	499	0.2%	No
DNER		3	3	499	0.6%	No
OR4D9		1	1	499	0.2%	No
OR4D6		3	3	499	0.6%	No
TINAG		3	3	499	0.6%	No
OR4D5	1.070e-2	6	6	499	1.2%	No
RALGPS1		2	2	499	0.4%	No
RAB8B		1	1	499	0.2%	No
TOP3B		2	2	499	0.4%	No
VAV3		4	4	499	0.8%	No
OR4D2		1	1	499	0.2%	No
IZUMO2		2	2	499	0.4%	No
KRTAP9-4		2	2	499	0.4%	No
IZUMO1		2	2	499	0.4%	No
TOP3A		4	4	499	0.8%	No
GPBAR1		1	1	499	0.2%	No
PROX1		4	3	499	0.6%	No
CBFA2T2		1	1	499	0.2%	No
CBFA2T3		1	1	499	0.2%	Yes
LIME1		1	1	499	0.2%	No
VAV1		3	3	499	0.6%	Yes
KRTAP9-9		1	1	499	0.2%	No
VAV2		4	3	499	0.6%	Yes
TLR1		1	1	499	0.2%	No
HCK		2	2	499	0.4%	No
ALDH5A1		1	1	499	0.2%	No
CDCP2		1	1	499	0.2%	No
TLR9		1	1	499	0.2%	No
TLR8		2	2	499	0.4%	No
TLR7		3	2	499	0.4%	No
OR4C6	3.530e-2	6	6	499	1.2%	No
TLR5		2	2	499	0.4%	No
VGLL2		2	2	499	0.4%	No
TLR4		2	2	499	0.4%	No
VGLL4		2	2	499	0.4%	No
OR4C3		2	2	499	0.4%	No
TLR2		2	2	499	0.4%	No
VGLL3		2	2	499	0.4%	No
GUCY2C		6	6	499	1.2%	No
GUCY2D		1	1	499	0.2%	No
HDC		2	2	499	0.4%	No
ZNF3		3	2	499	0.4%	No
GUCY2F		3	3	499	0.6%	No
PHYHIP		1	1	499	0.2%	No
ZNF7		2	2	499	0.4%	No
NKD2		1	1	499	0.2%	No
HIRA		1	1	499	0.2%	Yes
KIAA0513		1	1	499	0.2%	No
DUOX1		4	2	499	0.4%	No
FTMT		2	2	499	0.4%	No
APBB2		4	4	499	0.8%	No
APBB1		3	3	499	0.6%	No
GABRE		5	5	499	1.0%	No
KANSL1L		4	4	499	0.8%	No
GABRD		2	2	499	0.4%	No
APBB3		4	4	499	0.8%	No
HDX		1	1	499	0.2%	No
DUOX2		6	4	499	0.8%	No
GABRQ		1	1	499	0.2%	No
ATP5PF		1	1	499	0.2%	No
GABRP		2	2	499	0.4%	No
ATP5PB		1	1	499	0.2%	No
SORBS2		2	2	499	0.4%	No
SORBS1		3	3	499	0.6%	No
VAX1		1	1	499	0.2%	No
SORBS3		2	2	499	0.4%	No
RAB11A		1	1	499	0.2%	No
CT47B1		3	3	499	0.6%	No
CAPZA3		2	2	499	0.4%	No
CAPZA1		2	2	499	0.4%	No
APBA1		4	3	499	0.6%	No
OR4A5		2	2	499	0.4%	No
APBA3		1	1	499	0.2%	No
APBA2		2	2	499	0.4%	No
FCN1		2	2	499	0.4%	No
ITPRIP		5	5	499	1.0%	No
RASEF		4	3	499	0.6%	No
DCAF8L1		1	1	499	0.2%	No
DCAF8L2		1	1	499	0.2%	No
OR2T12		2	2	499	0.4%	No
OR2T10		1	1	499	0.2%	No
HOXA10		1	1	499	0.2%	No
TATDN3		1	1	499	0.2%	No
TATDN1		1	1	499	0.2%	No
TRAPPC12		3	3	499	0.6%	No
TRAPPC11		1	1	499	0.2%	No
TRAPPC14		2	2	499	0.4%	No
TMEM38A		1	1	499	0.2%	No
NANOS1		1	1	499	0.2%	No
H2AC8		2	2	499	0.4%	No
SZT2		10	7	499	1.4%	Yes
HGD		1	1	499	0.2%	No
H2AC6		1	1	499	0.2%	Yes
MIGA1		1	1	499	0.2%	No
H2AC7		1	1	499	0.2%	No
HGF		3	3	499	0.6%	Yes
NANOS3		2	2	499	0.4%	No
ANXA13		1	1	499	0.2%	No
ALG14		2	2	499	0.4%	No
ANXA11		1	1	499	0.2%	No
KAZN		1	1	499	0.2%	No
NOSIP		2	1	499	0.2%	No
ALG13		1	1	499	0.2%	No
ANXA10		1	1	499	0.2%	No
ALG12		1	1	499	0.2%	No
PCDHA13		6	6	499	1.2%	No
SHISA2		2	1	499	0.2%	No
PCDHA12		8	8	499	1.6%	No
PCDHA11		5	3	499	0.6%	No
PCDHA10		8	8	499	1.6%	No
PRPF4		2	2	499	0.4%	No
PACRGL		2	2	499	0.4%	No
MYCN		2	1	499	0.2%	Yes
FANCD2		2	2	499	0.4%	Yes
HGS		2	2	499	0.4%	No
PRPF3		1	1	499	0.2%	No
FBLN7		1	1	499	0.2%	No
FBLN1		1	1	499	0.2%	No
EFNA5		2	2	499	0.4%	No
FBLN2		3	3	499	0.6%	No
PRPF8		5	5	499	1.0%	Yes
TRHDE		3	3	499	0.6%	No
FBLN5		1	1	499	0.2%	No
EFNB2		1	1	499	0.2%	No
SCUBE2		3	3	499	0.6%	No
SCUBE3		3	2	499	0.4%	No
MYG1		2	2	499	0.4%	No
EFNB3		2	2	499	0.4%	No
SCUBE1		2	2	499	0.4%	No
UAP1L1		2	2	499	0.4%	No
RPRD1B		1	1	499	0.2%	No
RPRD1A		1	1	499	0.2%	No
OR4F6		1	1	499	0.2%	No
POU2F1		2	2	499	0.4%	No
RHBDD2		1	1	499	0.2%	No
RHBDD1		2	1	499	0.2%	No
POU2F2		3	3	499	0.6%	Yes
EIF2S1		1	1	499	0.2%	No
SEPSECS		1	1	499	0.2%	No
EFNA3		1	1	499	0.2%	No
EFNA2		1	1	499	0.2%	No
TLX2		1	1	499	0.2%	No
PRPH2		1	1	499	0.2%	No
TLX1		1	1	499	0.2%	Yes
PI4KA		4	4	499	0.8%	No
PI4KB		2	2	499	0.4%	No
MYF5		1	1	499	0.2%	No
AVEN		1	1	499	0.2%	No
C2ORF42		1	1	499	0.2%	No
MEGF10		4	4	499	0.8%	No
SOWAHB		2	2	499	0.4%	No
SOWAHC		1	1	499	0.2%	No
MEGF11		2	2	499	0.4%	No
MIDEAS		3	3	499	0.6%	Yes
SIX1		2	2	499	0.4%	Yes
OR4M2		1	1	499	0.2%	No
C2ORF49		1	1	499	0.2%	No
FBLL1		1	1	499	0.2%	No
HAPLN4		2	2	499	0.4%	No
HAPLN1		4	4	499	0.8%	No
HK2		4	2	499	0.4%	No
HK1		3	1	499	0.2%	No
IRF2BPL		4	4	499	0.8%	No
HK3		4	3	499	0.6%	No
PPP2R5E		2	2	499	0.4%	No
SIX5		1	1	499	0.2%	No
HJV		3	3	499	0.6%	No
SIX2		2	2	499	0.4%	No
MCF2L		5	4	499	0.8%	No
SIX3		1	1	499	0.2%	No
RBAK-RBAKDN		1	1	499	0.2%	No
GFUS		5	3	499	0.6%	No
RHBDF1		2	2	499	0.4%	No
TMPRSS11B		1	1	499	0.2%	No
MYEOV		1	1	499	0.2%	No
PPP2R5B		1	1	499	0.2%	No
AXIN1		1	1	499	0.2%	Yes
PPP2R5A		3	3	499	0.6%	No
OR4L1		1	1	499	0.2%	No
AXIN2		5	4	499	0.8%	Yes
TMPRSS11F		3	3	499	0.6%	No
DNM1		2	2	499	0.4%	No
DNM2		3	3	499	0.6%	Yes
TMPRSS11D		4	4	499	0.8%	No
DNM3		1	1	499	0.2%	No
MYH1		4	4	499	0.8%	No
MYH2		7	4	499	0.8%	No
TRAPPC6A		1	1	499	0.2%	No
MYH3		3	3	499	0.6%	No
RASA3		1	1	499	0.2%	No
TRAPPC6B		2	2	499	0.4%	No
RASA1		1	1	499	0.2%	Yes
RFT1		2	2	499	0.4%	No
MYH8		11	9	499	1.8%	No
MYH9		8	6	499	1.2%	Yes
MYH4		9	9	499	1.8%	No
MYH6		10	8	499	1.6%	No
MYH7		7	6	499	1.2%	No
COLEC12		1	1	499	0.2%	No
COLEC11		1	1	499	0.2%	No
STOML3		1	1	499	0.2%	No
COLEC10		1	1	499	0.2%	No
STOML2		2	1	499	0.2%	No
HLF		1	1	499	0.2%	Yes
STOML1		1	1	499	0.2%	No
BRAT1		3	3	499	0.6%	No
LEF1		2	2	499	0.4%	Yes
OR4K2		1	1	499	0.2%	No
ETFDH		1	1	499	0.2%	No
OR2T35		1	1	499	0.2%	No
CIART		3	3	499	0.6%	No
OR2T33		1	1	499	0.2%	No
RNF113A		1	1	499	0.2%	No
RASD1		1	1	499	0.2%	No
RNF113B		1	1	499	0.2%	No
HLX		3	2	499	0.4%	No
PPP2R3C		1	1	499	0.2%	No
MAPK1		1	1	499	0.2%	Yes
OR2T27		1	1	499	0.2%	No
TMEM30A		1	1	499	0.2%	Yes
C2ORF73		4	3	499	0.6%	No
LIMK2		6	4	499	0.8%	No
QPCTL		1	1	499	0.2%	No
OR2T29		1	1	499	0.2%	No
C2ORF78		1	1	499	0.2%	No
LIMK1		2	2	499	0.4%	No
ANXA2R		1	1	499	0.2%	No
PPP2R3A		1	1	499	0.2%	No
KISS1		1	1	499	0.2%	No
WEE1		1	1	499	0.2%	No
WEE2		1	1	499	0.2%	No
PPP2R2C		1	1	499	0.2%	No
PPP2R2B		4	4	499	0.8%	No
FCSK		1	1	499	0.2%	No
PPP2R2D		1	1	499	0.2%	No
TDRKH		1	1	499	0.2%	No
C5ORF22		1	1	499	0.2%	No
MAPKBP1		2	2	499	0.4%	No
PGAP1		1	1	499	0.2%	No
EQTN		1	1	499	0.2%	No
PGAP4		4	4	499	0.8%	No
FZD10		3	3	499	0.6%	No
GHITM		1	1	499	0.2%	No
MYLK		4	4	499	0.8%	No
LSM11		1	1	499	0.2%	No
PGAP6		2	2	499	0.4%	No
XYLB		1	1	499	0.2%	No
CCBE1		2	2	499	0.4%	No
RFX2		3	2	499	0.4%	No
MRTFB		2	2	499	0.4%	No
RFX3		3	2	499	0.4%	No
MRTFA		5	5	499	1.0%	Yes
HDHD5		2	2	499	0.4%	No
HDHD2		1	1	499	0.2%	No
HDHD3		1	1	499	0.2%	No
OR6T1		1	1	499	0.2%	No
CNBD1		2	2	499	0.4%	No
MYL5		1	1	499	0.2%	No
RIMOC1		2	2	499	0.4%	No
MYL6		2	1	499	0.2%	No
RFX6		3	3	499	0.6%	No
MYL1		1	1	499	0.2%	No
RFX7		3	3	499	0.6%	No
RFX4		2	1	499	0.2%	No
ETHE1		1	1	499	0.2%	No
RFX5		1	1	499	0.2%	No
UQCRC1		2	2	499	0.4%	No
SPARCL1		2	2	499	0.4%	No
HPD		2	2	499	0.4%	No
NYAP1		2	2	499	0.4%	No
HPN		3	3	499	0.6%	No
MYNN		1	1	499	0.2%	No
NCAPG		1	1	499	0.2%	No
HPR		1	1	499	0.2%	No
SLC30A10		2	2	499	0.4%	No
NYAP2		4	4	499	0.8%	No
NCAPH		1	1	499	0.2%	No
GIGYF2		8	8	499	1.6%	No
IL22RA2		1	1	499	0.2%	No
HSD11B1		1	1	499	0.2%	No
CYB5R2		1	1	499	0.2%	No
HPX		1	1	499	0.2%	No
CYB5R1		1	1	499	0.2%	No
CYB5R4		3	3	499	0.6%	No
FIGNL1		2	2	499	0.4%	No
MYO6		7	6	499	1.2%	No
RHBDL3		1	1	499	0.2%	No
RHBDL2		1	1	499	0.2%	No
PRRT1		1	1	499	0.2%	No
GPR17		2	2	499	0.4%	No
MYH7B		4	4	499	0.8%	No
PRRT3		2	2	499	0.4%	No
GPR15		1	1	499	0.2%	No
PRRT2		1	1	499	0.2%	No
EXOC6B		2	2	499	0.4%	No
BHMT		2	1	499	0.2%	No
LYPD6B		1	1	499	0.2%	No
HRC		2	2	499	0.4%	No
NOSTRIN		1	1	499	0.2%	No
HRG		2	2	499	0.4%	No
AVL9		1	1	499	0.2%	No
GPR18		2	2	499	0.4%	No
GPR19		1	1	499	0.2%	No
LRRC36		3	3	499	0.6%	No
GPR26		1	1	499	0.2%	No
GPR21		1	1	499	0.2%	No
LRRC39		1	1	499	0.2%	No
GPR20		1	1	499	0.2%	No
PTH1R		1	1	499	0.2%	No
LRRC32		1	1	499	0.2%	No
JPH1		1	1	499	0.2%	No
VSIR		4	4	499	0.8%	No
MYPN		1	1	499	0.2%	No
LRRC37A4P		4	4	499	0.8%	No
LETM2		1	1	499	0.2%	No
JPH4		1	1	499	0.2%	No
JPH2		3	3	499	0.6%	No
JPH3		1	1	499	0.2%	No
OR6Y1		1	1	499	0.2%	No
B3GALT2		2	2	499	0.4%	No
SH3BGRL2		1	1	499	0.2%	No
CGNL1		3	3	499	0.6%	No
UPF2		4	3	499	0.6%	No
LRRC47		1	1	499	0.2%	No
TMC1		2	2	499	0.4%	No
GPR39		3	1	499	0.2%	No
UPF1		2	2	499	0.4%	Yes
GPR37		2	2	499	0.4%	No
MYOC		1	1	499	0.2%	No
GPR35		1	1	499	0.2%	No
GPR32		2	2	499	0.4%	No
LRRC49		2	2	499	0.4%	No
PGAM2		1	1	499	0.2%	No
MYOF		7	6	499	1.2%	No
TMC8		1	1	499	0.2%	No
DNTT		1	1	499	0.2%	No
PTH2R		1	1	499	0.2%	No
TMC7		1	1	499	0.2%	No
TMC6		2	2	499	0.4%	No
MANEAL		1	1	499	0.2%	No
PTGR1		2	2	499	0.4%	No
TMC5		2	2	499	0.4%	No
LRRC43		2	2	499	0.4%	No
CCSAP		1	1	499	0.2%	No
PTGR2		1	1	499	0.2%	No
LRRC41		5	3	499	0.6%	No
TMC3		1	1	499	0.2%	No
TMC2		1	1	499	0.2%	No
C20ORF96		2	2	499	0.4%	No
VAMP7		2	2	499	0.4%	No
OR6X1		2	2	499	0.4%	No
MYOT		5	5	499	1.0%	No
PELI1		1	1	499	0.2%	No
VN1R1		2	1	499	0.2%	No
VAMP1		1	1	499	0.2%	No
VN1R2		3	3	499	0.6%	No
LRRC3B		3	3	499	0.6%	No
VAMP5		1	1	499	0.2%	No
LYPLAL1		1	1	499	0.2%	No
LRRC14		1	1	499	0.2%	No
KANK2		2	2	499	0.4%	No
KANK1		3	3	499	0.6%	No
LRRC15		5	5	499	1.0%	No
TMF1		2	2	499	0.4%	No
MYRF		2	2	499	0.4%	No
GPR45		2	1	499	0.2%	No
LRRC17		1	1	499	0.2%	No
PELI2		2	2	499	0.4%	No
HTT		8	7	499	1.4%	No
PTGS2		5	4	499	0.8%	No
LRRC10		1	1	499	0.2%	No
AXDND1		3	3	499	0.6%	No
PRAM1		1	1	499	0.2%	No
PTGS1		2	2	499	0.4%	No
GGA2		2	1	499	0.2%	No
GGA1		2	2	499	0.4%	No
EXTL1		4	4	499	0.8%	No
GGA3		1	1	499	0.2%	No
SRPX2		2	2	499	0.4%	No
TCOF1		2	2	499	0.4%	No
GPA33		1	1	499	0.2%	No
MICALL1		1	1	499	0.2%	No
MICALL2		2	2	499	0.4%	No
ANO10		3	3	499	0.6%	No
BRD10		7	7	499	1.4%	No
RABAC1		1	1	499	0.2%	No
EXTL3		4	3	499	0.6%	No
YKT6		1	1	499	0.2%	No
SRSF11		2	2	499	0.4%	No
NKTR		3	2	499	0.4%	No
SRSF12		2	2	499	0.4%	No
LRRC23		1	1	499	0.2%	No
LRRC24		2	2	499	0.4%	No
ATRNL1		2	2	499	0.4%	No
ANKRD30BL		1	1	499	0.2%	No
LRRC27		2	2	499	0.4%	No
GPR55		2	2	499	0.4%	No
LRRC28		1	1	499	0.2%	No
GPR50		4	4	499	0.8%	No
BYSL		1	1	499	0.2%	No
LETM1		1	1	499	0.2%	No
OR6V1		1	1	499	0.2%	No
GPR68		2	2	499	0.4%	No
GPR63		2	1	499	0.2%	No
CRAMP1		4	4	499	0.8%	No
GPR62		1	1	499	0.2%	No
SLC9C1		3	3	499	0.6%	No
SLC9C2		3	3	499	0.6%	No
YY1		1	1	499	0.2%	Yes
YY2		1	1	499	0.2%	No
RUVBL2		3	3	499	0.6%	No
RUVBL1		1	1	499	0.2%	No
LEPR		2	2	499	0.4%	No
SH2D5		1	1	499	0.2%	No
TCP11		1	1	499	0.2%	No
EPM2A		1	1	499	0.2%	No
SH3GLB1		1	1	499	0.2%	No
SH3GLB2		2	2	499	0.4%	No
SLC38A1		2	2	499	0.4%	No
AGTPBP1		4	1	499	0.2%	No
GPR78		1	1	499	0.2%	No
ANAPC7		1	1	499	0.2%	No
AFG2A		3	3	499	0.6%	No
AFG2B		2	1	499	0.2%	No
GPR75		2	2	499	0.4%	No
TNNI3K		6	6	499	1.2%	No
OLFM4		1	1	499	0.2%	No
MYT1		2	2	499	0.4%	No
FRMD1		1	1	499	0.2%	No
FTSJ3		2	2	499	0.4%	No
SLC9A2		1	1	499	0.2%	No
FRMD3		3	2	499	0.4%	No
SLC9A3		3	3	499	0.6%	No
OLFM1		1	1	499	0.2%	No
FRMD5		1	1	499	0.2%	No
OLFM2		4	3	499	0.6%	No
SLC9A4		1	1	499	0.2%	No
SLC9A5		6	5	499	1.0%	No
OLFM3		1	1	499	0.2%	No
FRMD6		2	2	499	0.4%	No
TXLNA		2	2	499	0.4%	No
MAPKAPK3		1	1	499	0.2%	No
SLC9A6		1	1	499	0.2%	No
FRMD7		3	3	499	0.6%	No
TXLNB		1	1	499	0.2%	No
SLC9A8		1	1	499	0.2%	No
MRTO4		1	1	499	0.2%	No
SLC9A9		2	2	499	0.4%	No
ANAPC4		1	1	499	0.2%	No
MAPKAPK5		1	1	499	0.2%	No
ANAPC5		3	3	499	0.6%	No
IGFALS		1	1	499	0.2%	No
S100A3		1	1	499	0.2%	No
SNRNP200		5	5	499	1.0%	No
S100A8		2	2	499	0.4%	No
ANAPC1		6	5	499	1.0%	No
KANK4		4	4	499	0.8%	No
ANAPC2		4	3	499	0.6%	No
KANK3		2	2	499	0.4%	No
LRRC59		1	1	499	0.2%	No
LRRC56		1	1	499	0.2%	No
GPR87		3	3	499	0.6%	No
TACSTD2		1	1	499	0.2%	No
GPR83		2	2	499	0.4%	No
GPR84		1	1	499	0.2%	No
LRRC55		1	1	499	0.2%	No
LRRC52		1	1	499	0.2%	No
SLC9A1		2	2	499	0.4%	No
SLC38A7		2	2	499	0.4%	No
SLC38A8		2	2	499	0.4%	No
LRRC4C		3	3	499	0.6%	No
SLC38A2		2	1	499	0.2%	No
SLC38A5		1	1	499	0.2%	No
SLC38A4		1	1	499	0.2%	No
LRRC4B		1	1	499	0.2%	No
LVRN		2	2	499	0.4%	No
B3GALT4		2	2	499	0.4%	No
LRRC61		2	2	499	0.4%	No
B3GALT5		3	3	499	0.6%	No
LRRC66		5	5	499	1.0%	No
NFKB1		3	1	499	0.2%	No
GGCT		1	1	499	0.2%	No
TMIE		1	1	499	0.2%	No
GGCX		2	2	499	0.4%	No
UBLCP1		3	3	499	0.6%	No
LRIT2		2	2	499	0.4%	No
LRIT3		2	2	499	0.4%	No
NFE2L3		5	5	499	1.0%	No
NFE2L1		2	2	499	0.4%	No
NFE2L2		1	1	499	0.2%	Yes
SLC25A3		2	2	499	0.4%	No
CRYBG2		1	1	499	0.2%	No
CRYBG1		3	3	499	0.6%	No
SLC25A2		2	2	499	0.4%	No
CRYBG3		2	2	499	0.4%	No
TSSK1B		1	1	499	0.2%	No
EFCAB14		1	1	499	0.2%	No
EFCAB13		3	2	499	0.4%	No
EFCAB12		1	1	499	0.2%	No
PRB4		1	1	499	0.2%	No
FCGR3A		1	1	499	0.2%	No
ATP7B		2	2	499	0.4%	No
PRB3		2	2	499	0.4%	No
PRB2		6	6	499	1.2%	No
PMEPA1		1	1	499	0.2%	No
UPP2		1	1	499	0.2%	No
PDILT		2	2	499	0.4%	No
UPP1		2	2	499	0.4%	No
ERC1		3	3	499	0.6%	Yes
ATP7A		2	2	499	0.4%	No
DNM1L		4	4	499	0.8%	No
ERC2		4	4	499	0.8%	No
EDIL3		3	3	499	0.6%	No
CTNNBL1		1	1	499	0.2%	No
PELP1		2	2	499	0.4%	No
KSR1		3	3	499	0.6%	No
OVCH1		2	2	499	0.4%	No
SIGMAR1		1	1	499	0.2%	No
VEZF1		3	3	499	0.6%	No
KSR2		3	3	499	0.6%	Yes
DDOST		1	1	499	0.2%	No
NT5C3A		1	1	499	0.2%	No
QTRT1		3	3	499	0.6%	No
PPM1A		3	2	499	0.4%	No
GIGYF1		4	3	499	0.6%	No
NT5C3B		1	1	499	0.2%	No
PPM1B		1	1	499	0.2%	No
OR7A5		2	2	499	0.4%	No
SEC22A		1	1	499	0.2%	No
L3MBTL4		2	2	499	0.4%	No
SLC25A6		1	1	499	0.2%	No
GTF3C1		4	3	499	0.6%	No
FOCAD		1	1	499	0.2%	No
GTF3C5		1	1	499	0.2%	No
PPM1L		1	1	499	0.2%	No
USH1C		3	1	499	0.2%	No
AFG1L		1	1	499	0.2%	No
PPM1J		1	1	499	0.2%	No
PPM1K		2	2	499	0.4%	No
PPM1D		1	1	499	0.2%	Yes
BARX2		1	1	499	0.2%	No
PPM1E		1	1	499	0.2%	No
PPM1G		3	3	499	0.6%	No
IFI16		6	6	499	1.2%	No
SH3BP1		1	1	499	0.2%	No
SH3BP2		3	2	499	0.4%	No
TP53INP1		1	1	499	0.2%	No
BEND3		1	1	499	0.2%	No
LRRC8C		2	2	499	0.4%	No
SAP18		2	2	499	0.4%	No
SH3BP4		3	2	499	0.4%	No
LRRC8D		2	2	499	0.4%	No
BEND4		1	1	499	0.2%	No
LRRC8A		3	3	499	0.6%	No
D2HGDH		1	1	499	0.2%	No
LRRC8B		5	5	499	1.0%	No
FCGR1A		1	1	499	0.2%	No
BEND7		1	1	499	0.2%	No
SH2B3		2	2	499	0.4%	Yes
SEC23B		1	1	499	0.2%	No
ATP9B		1	1	499	0.2%	No
ATP9A		5	4	499	0.8%	No
BEND5		1	1	499	0.2%	No
LRRC8E		1	1	499	0.2%	No
BEND6		1	1	499	0.2%	No
SLC12A2		2	2	499	0.4%	No
SLC12A3		1	1	499	0.2%	No
SLC12A4		4	3	499	0.6%	No
SEC24B		2	2	499	0.4%	No
MCOLN3		1	1	499	0.2%	No
SEC24A		1	1	499	0.2%	No
SLC12A5		5	5	499	1.0%	No
PRRX1		1	1	499	0.2%	Yes
ERAP2		1	1	499	0.2%	No
MBOAT7		1	1	499	0.2%	No
SLC12A1		2	2	499	0.4%	No
ERAP1		1	1	499	0.2%	No
MBOAT1		2	2	499	0.4%	No
IMMT		1	1	499	0.2%	No
TPD52L3		2	2	499	0.4%	No
LYSMD4		2	2	499	0.4%	No
LYSMD3		2	2	499	0.4%	No
TPD52L1		2	2	499	0.4%	No
USH2A		21	18	499	3.6%	No
MCOLN2		1	1	499	0.2%	No
CTCFL		2	2	499	0.4%	No
FCGR2A		1	1	499	0.2%	No
USH1G		2	2	499	0.4%	No
NOVA1		3	2	499	0.4%	No
DOP1B		3	3	499	0.6%	No
NOVA2		3	3	499	0.6%	No
DOP1A		8	4	499	0.8%	No
NT5C1B		2	2	499	0.4%	No
SEC24D		1	1	499	0.2%	No
ALDH8A1		2	1	499	0.2%	No
SEC24C		4	4	499	0.8%	No
SMAP1		1	1	499	0.2%	No
AHCYL2		3	3	499	0.6%	No
AHCYL1		4	3	499	0.6%	No
TMEM41B		1	1	499	0.2%	No
ZAN		26	22	499	4.4%	No
PREP		1	1	499	0.2%	No
PRF1		2	2	499	0.4%	Yes
JMJD1C		2	2	499	0.4%	No
IFI35		2	1	499	0.2%	No
IFI30		1	1	499	0.2%	No
CCAR2		3	3	499	0.6%	No
CCAR1		1	1	499	0.2%	No
RASSF1		1	1	499	0.2%	No
BPIFA1		1	1	499	0.2%	No
RASSF2		1	1	499	0.2%	No
C7ORF33		1	1	499	0.2%	No
RASSF4		1	1	499	0.2%	No
RASSF5		1	1	499	0.2%	No
SLC12A6		2	2	499	0.4%	No
SLC12A7		4	4	499	0.8%	No
SLC12A8		2	2	499	0.4%	No
SLC12A9		2	2	499	0.4%	No
PAQR8		3	1	499	0.2%	No
PAQR9		2	2	499	0.4%	No
PAQR7		1	1	499	0.2%	No
PAQR4		2	2	499	0.4%	No
PAQR5		1	1	499	0.2%	No
IMP3		1	1	499	0.2%	No
HNF1B		1	1	499	0.2%	Yes
TM4SF5		1	1	499	0.2%	No
IMP4		3	3	499	0.6%	No
